local_printing_id,game,card_name,card_number,local_set_code,set_name,language,local_version,rarity,finish,treatment,canonical_id,canonical_identity,blueprint_id,cardtrader_ids,scryfall_id,stored_cardmarket_id,resolved_cardmarket_id,cardmarket_candidates,cardmarket_product_name,cardmarket_expansion_id,cardmarket_expansion,cardmarket_version,cardmarket_number,cardmarket_language_scope,low,trend,avg1,avg7,avg30,low_alt,trend_alt,avg1_alt,avg7_alt,avg30_alt,cardmarket_metric_used,current_price,current_currency,display_currency,current_source,current_source_product_id,current_confidence,current_metric,current_timestamp,current_provenance,match_status,match_reason,identity_mismatch,currency_mismatch,metric_mismatch,price_difference,absolute_difference,percentage_difference,ratio,low_difference,low_percentage_difference,low_ratio,low_severity,low_vs_trend_difference,low_vs_trend_percentage,low_vs_trend_ratio,price_severity,primary_cause,secondary_tags,evidence,collection_item_id,collection_quantity,collection_current_contribution,collection_cardmarket_contribution,collection_difference
585,magic,"Art Series: Sharkey, Tyrant of the Shire",ART-22,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718605,,718605,"Art Series: Sharkey, Tyrant of the Shire",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.17,0.15,0.13,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718605,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718605, ""history_id"": 309}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718605], ""validated_stored_ids"": [718605]}",95,1,0.02,,
586,magic,"Art Series: Shelob, Child of Ungoliant",ART-23,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718606,,718606,"Art Series: Shelob, Child of Ungoliant",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.14,0.15,0.12,0.14,,0,,,,Low,0.02,EUR,EUR,cardmarket,718606,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718606, ""history_id"": 310}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718606], ""validated_stored_ids"": [718606]}",96,1,0.02,,
590,magic,"Art Series: Théoden, King of Rohan",ART-25,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718610,,718610,"Art Series: Théoden, King of Rohan",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.13,0.1,0.11,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718610,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718610, ""history_id"": 311}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718610], ""validated_stored_ids"": [718610]}",97,1,0.02,,
593,magic,Art Series: Tom Bombadil,ART-26,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718613,,718613,Art Series: Tom Bombadil,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.13,0.15,0.11,0.12,,0,,,,Low,0.02,EUR,EUR,cardmarket,718613,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718613, ""history_id"": 312}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718613], ""validated_stored_ids"": [718613]}",98,1,0.02,,
594,magic,Art Series: Uglúk of the White Hand,ART-27,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718614,,718614,Art Series: Uglúk of the White Hand,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.15,0.1,0.14,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718614,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718614, ""history_id"": 313}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718614], ""validated_stored_ids"": [718614]}",99,1,0.02,,
601,magic,Art Series: Plains,ART-30,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718621,,718621,Art Series: Plains,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.15,0.13,0.13,,0,,,,Low,0.02,EUR,EUR,cardmarket,718621,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718621, ""history_id"": 314}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718621], ""validated_stored_ids"": [718621]}",100,1,0.02,,
602,magic,Art Series: Mountain,ART-31,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718622,,718622,Art Series: Mountain,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.14,0.15,0.12,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718622,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718622, ""history_id"": 315}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718622], ""validated_stored_ids"": [718622]}",101,1,0.02,,
605,magic,Art Series: Elanor Gardner,ART-32,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718625,,718625,Art Series: Elanor Gardner,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.11,0.1,0.1,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718625,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718625, ""history_id"": 316}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718625], ""validated_stored_ids"": [718625]}",102,1,0.02,,
606,magic,"Art Series: Aragorn and Arwen, Wed",ART-33,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718626,,718626,"Art Series: Aragorn and Arwen, Wed",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.17,0.02,0.11,0.14,,0,,,,Low,0.02,EUR,EUR,cardmarket,718626,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718626, ""history_id"": 317}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718626], ""validated_stored_ids"": [718626]}",103,1,0.02,,
614,magic,Art Series: Bilbo's Ring,ART-37,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718640,,718640,Art Series: Bilbo's Ring,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.13,0.15,0.12,0.13,,0,,,,Low,0.02,EUR,EUR,cardmarket,718640,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718640, ""history_id"": 318}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718640], ""validated_stored_ids"": [718640]}",104,1,0.02,,
617,magic,"Art Series: Faramir, Field Commander",ART-38,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718643,,718643,"Art Series: Faramir, Field Commander",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.09,0.1,0.14,,0,,,,Low,0.02,EUR,EUR,cardmarket,718643,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718643, ""history_id"": 319}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718643], ""validated_stored_ids"": [718643]}",105,1,0.02,,
620,magic,"Art Series: Elrond, Lord of Rivendell",ART-40,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718646,,718646,"Art Series: Elrond, Lord of Rivendell",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.18,0.15,0.09,0.18,,0,,,,Low,0.02,EUR,EUR,cardmarket,718646,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718646, ""history_id"": 320}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718646], ""validated_stored_ids"": [718646]}",106,1,0.02,,
626,magic,Art Series: Witch-king of Angmar,ART-43,ltr,The Lord of the Rings: Tales of Middle-earth,en,Gold-Stamped,,nonfoil,Art Series Gold-Stamped,,,,,,718652,,718652,Art Series: Witch-king of Angmar,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,1.5,2.87,2.5,2.19,2.06,,0,,,,Low,1.5,EUR,EUR,cardmarket,718652,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718652, ""history_id"": 321}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718652], ""validated_stored_ids"": [718652]}",107,1,1.5,,
572,magic,Art Series: Frodo Baggins,ART-47,ltr,The Lord of the Rings: Tales of Middle-earth,en,Gold-Stamped,,nonfoil,Art Series Gold-Stamped,,,,,,718580,,718580,Art Series: Frodo Baggins,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.2,0.58,1,0.78,0.62,,0,,,,Low,0.2,EUR,EUR,cardmarket,718580,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718580, ""history_id"": 305}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718580], ""validated_stored_ids"": [718580]}",108,1,0.2,,
636,magic,Art Series: Galadriel of Lothlórien,ART-48,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718662,,718662,Art Series: Galadriel of Lothlórien,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.13,0.35,0.17,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718662,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718662, ""history_id"": 322}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718662], ""validated_stored_ids"": [718662]}",109,1,0.02,,
640,magic,"Art Series: Merry, Esquire of Rohan",ART-50,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718666,,718666,"Art Series: Merry, Esquire of Rohan",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.13,0.05,0.09,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718666,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718666, ""history_id"": 323}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718666], ""validated_stored_ids"": [718666]}",110,1,0.02,,
643,magic,"Art Series: Pippin, Guard of the Citadel",ART-51,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718669,,718669,"Art Series: Pippin, Guard of the Citadel",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.14,0.1,0.08,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718669,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718669, ""history_id"": 324}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718669], ""validated_stored_ids"": [718669]}",111,1,0.02,,
653,magic,Art Series: Mines of Moria,ART-56,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718683,,718683,Art Series: Mines of Moria,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.19,0.1,0.19,0.17,,0,,,,Low,0.02,EUR,EUR,cardmarket,718683,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718683, ""history_id"": 327}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718683], ""validated_stored_ids"": [718683]}",112,1,0.02,,
654,magic,"Art Series: Aragorn, King of Gondor",ART-57,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718685,,718685,"Art Series: Aragorn, King of Gondor",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.03,0.17,0.15,0.17,0.16,,0,,,,Low,0.03,EUR,EUR,cardmarket,718685,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718685, ""history_id"": 328}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718685], ""validated_stored_ids"": [718685]}",113,1,0.03,,
659,magic,"Art Series: Gwaihir, Greatest of the Eagles",ART-59,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718693,,718693,"Art Series: Gwaihir, Greatest of the Eagles",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.15,0.1,0.14,,0,,,,Low,0.02,EUR,EUR,cardmarket,718693,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718693, ""history_id"": 329}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718693], ""validated_stored_ids"": [718693]}",114,1,0.02,,
660,magic,Art Series: Call for Aid,ART-60,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718694,,718694,Art Series: Call for Aid,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.14,0.15,0.09,0.16,,0,,,,Low,0.02,EUR,EUR,cardmarket,718694,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718694, ""history_id"": 330}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718694], ""validated_stored_ids"": [718694]}",115,1,0.02,,
663,magic,Art Series: Cavern-Hoard Dragon,ART-61,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718700,,718700,Art Series: Cavern-Hoard Dragon,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.17,0.15,0.17,0.17,,0,,,,Low,0.02,EUR,EUR,cardmarket,718700,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718700, ""history_id"": 331}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718700], ""validated_stored_ids"": [718700]}",116,1,0.02,,
667,magic,"Art Series: Gríma, Saruman's Footman",ART-63,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718708,,718708,"Art Series: Gríma, Saruman's Footman",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.16,0.15,0.1,0.14,,0,,,,Low,0.02,EUR,EUR,cardmarket,718708,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718708, ""history_id"": 333}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718708], ""validated_stored_ids"": [718708]}",117,1,0.02,,
671,magic,"Art Series: Merry, Warden of Isengard",ART-65,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718715,,718715,"Art Series: Merry, Warden of Isengard",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.14,0.12,0.11,0.13,,0,,,,Low,0.02,EUR,EUR,cardmarket,718715,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718715, ""history_id"": 334}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718715], ""validated_stored_ids"": [718715]}",118,1,0.02,,
674,magic,"Art Series: Treebeard, Gracious Host",ART-67,ltr,The Lord of the Rings: Tales of Middle-earth,en,Gold-Stamped,,nonfoil,Art Series Gold-Stamped,,,,,,718719,,718719,"Art Series: Treebeard, Gracious Host",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.25,0.02,0.4,0.76,1.09,,0,,,,Low,0.25,EUR,EUR,cardmarket,718719,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718719, ""history_id"": 335}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718719], ""validated_stored_ids"": [718719]}",119,1,0.25,,
684,magic,Art Series: Asceticism,ART-72,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718740,,718740,Art Series: Asceticism,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.02,0.06,0.13,,0,,,,Low,0.02,EUR,EUR,cardmarket,718740,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718740, ""history_id"": 336}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718740], ""validated_stored_ids"": [718740]}",120,1,0.02,,
689,magic,Art Series: Realm Seekers,ART-74,ltr,The Lord of the Rings: Tales of Middle-earth,en,Gold-Stamped,,nonfoil,Art Series Gold-Stamped,,,,,,718747,,718747,Art Series: Realm Seekers,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.4,0.64,0.4,0.65,0.88,,0,,,,Low,0.4,EUR,EUR,cardmarket,718747,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718747, ""history_id"": 337}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718747], ""validated_stored_ids"": [718747]}",121,1,0.4,,
696,magic,Art Series: Ghost Quarter,ART-78,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718757,,718757,Art Series: Ghost Quarter,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.08,0.1,0.11,,0,,,,Low,0.02,EUR,EUR,cardmarket,718757,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718757, ""history_id"": 338}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718757], ""validated_stored_ids"": [718757]}",122,1,0.02,,
701,magic,Art Series: Valley of Gorgoroth,ART-80,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718763,,718763,Art Series: Valley of Gorgoroth,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.18,0.15,0.17,0.16,,0,,,,Low,0.02,EUR,EUR,cardmarket,718763,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718763, ""history_id"": 339}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718763], ""validated_stored_ids"": [718763]}",123,1,0.02,,
664,magic,"Art Series: Faramir, Steward of Gondor",ART-62,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718704,,718704,"Art Series: Faramir, Steward of Gondor",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.15,0.11,0.16,,0,,,,Low,0.02,EUR,EUR,cardmarket,718704,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718704, ""history_id"": 332}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718704], ""validated_stored_ids"": [718704]}",124,1,0.02,,
646,magic,Art Series: Nazgûl,ART-53,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718672,,718672,Art Series: Nazgûl,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.15,0.2,0.15,0.18,,0,,,,Low,0.02,EUR,EUR,cardmarket,718672,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718672, ""history_id"": 326}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718672], ""validated_stored_ids"": [718672]}",125,1,0.02,,
582,magic,"Art Series: Sauron, the Dark Lord",ART-21,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718602,,718602,"Art Series: Sauron, the Dark Lord",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.19,0.13,0.14,0.23,,0,,,,Low,0.02,EUR,EUR,cardmarket,718602,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718602, ""history_id"": 308}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718602], ""validated_stored_ids"": [718602]}",126,1,0.02,,
