collection_item_id,game,card_name,card_number,language,set_code,version,promo_family,previous_status,final_candidate_status,cardmarket_id_product,cardmarket_url,resolution_rule,evidence,provenance_gap,physical_check_required,physical_check_instruction,notes
145,One Piece,Koala,OP05-006,jp,OP05,V1,,WEB_RULE_CANDIDATE,EXACT,733281,https://www.cardmarket.com/en/OnePiece/Products/Singles/Awakening-of-the-New-Era-Japanese/Koala-OP05-006-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
146,One Piece,Monkey.D.Luffy,OP01-024,jp,OP01,V1,,WEB_RULE_CANDIDATE,EXACT,768265,https://www.cardmarket.com/en/OnePiece/Products/Singles/Romance-Dawn-Japanese/MonkeyDLuffy-OP01-024-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
147,One Piece,Yamato,EB02-006,jp,EB02,V1,,WEB_RULE_CANDIDATE,EXACT,808101,https://www.cardmarket.com/en/OnePiece/Products/Singles/Anime-25th-Collection-Japanese/Yamato-EB02-006-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
148,One Piece,Pica,OP05-032,jp,OP05,V1,,WEB_RULE_CANDIDATE,EXACT,733317,https://www.cardmarket.com/en/OnePiece/Products/Singles/Awakening-of-the-New-Era-Japanese/Pica-OP05-032-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
149,One Piece,Kin'emon,OP01-040,jp,OP01,V1,,WEB_RULE_CANDIDATE,EXACT,768285,https://www.cardmarket.com/en/OnePiece/Products/Singles/Romance-Dawn-Japanese/Kinemon-OP01-040-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
150,One Piece,Trafalgar Law,EB02-045,jp,EB02,V1,,WEB_RULE_CANDIDATE,EXACT,808150,https://www.cardmarket.com/en/OnePiece/Products/Singles/Anime-25th-Collection-Japanese/Trafalgar-Law-EB02-045-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
151,One Piece,Uta,OP13-023,jp,OP13,V1,,WEB_RULE_CANDIDATE,EXACT,857215,https://www.cardmarket.com/en/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/Uta-OP13-023-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
152,One Piece,Trafalgar Law,P-038,jp,PROMO,,Promos-Japanese,INDIVIDUAL_WEB_RESOLUTION,EXACT,722798,https://www.cardmarket.com/en/OnePiece/Products/Singles/Promos-Japanese/Trafalgar-Law-P-038,PROMO_P038_JP_FAMILY,Blueprint 256657 exact release 3324; P-038 + JP selects unique Promos-Japanese 722798. STP and English families rejected; no price used.,false,false,,Unique promo family resolution; candidate 722798 retained.
153,One Piece,Stussy,OP13-110,jp,OP13,V1,,WEB_RULE_CANDIDATE,EXACT,857326,https://www.cardmarket.com/en/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/Stussy-OP13-110-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
154,One Piece,King,OP01-096,jp,OP01,PENDING,,LIKELY_PHYSICAL_CONFIRMATION,PHYSICAL_CONFIRMATION_REQUIRED,,,PENDING_PHYSICAL_CONFIRMATION,Missing physical version/printing attribute cannot be proven from local text/catalogue. No price used.,false,true,"Mirar frente y dorso: confirmar Fixed Reprint y el texto/copyright de errata, distinguir V1 o V2 y descartar OP01E Pre-Errata. Responder: Item 154: Fixed Reprint V2.","JP: 768358 OP01-JP V1 https://www.cardmarket.com/en/OnePiece/Products/Singles/Romance-Dawn-Japanese/King-OP01-096-V1; 768359 OP01-JP V2 https://www.cardmarket.com/en/OnePiece/Products/Singles/Romance-Dawn-Japanese/King-OP01-096-V2. EN: 690929 V1, 690930 V2."
155,One Piece,Rebecca,OP05-091,jp,OP05,V1,,WEB_RULE_CANDIDATE,EXACT,733426,https://www.cardmarket.com/en/OnePiece/Products/Singles/Awakening-of-the-New-Era-Japanese/Rebecca-OP05-091-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
