collection_item_id,game,card,current_status,classification,recovered_cardmarket_id,candidate_cardmarket_ids,original_import_evidence,legacy_evidence,external_id_evidence,scryfall_evidence,cardtrader_evidence,historical_url_evidence,provenance_gap,lost_fields,original_value,current_value,confidence_reason,remaining_blocker,next_action,magic_category
108,Magic,Art Series: Frodo Baggins,AMBIGUOUS,EXACT_RECOVERED,718580,718580|718581|718660|718661,collection-ambiguous-review.done.csv source_row=69; variant=gold_stamp; set_hint=LTR; card_number=47.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Frodo-Baggins-V4 || collection-ambiguous-review.done.csv source_row=69; variant=gold_stamp; set_hint=LTR; card_number=47.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Frodo-Baggins-V4 || collection-ambiguous-review.done.csv source_row=69; variant=gold_stamp; set_hint=LTR; card_number=47.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Frodo-Baggins-V4 || collection-ambiguous-review.done.csv source_row=69; variant=gold_stamp; set_hint=LTR; card_number=47.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Frodo-Baggins-V4 || collection-ambiguous-review.done.csv source_row=69; variant=gold_stamp; set_hint=LTR; card_number=47.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Frodo-Baggins-V4 || collection-ambiguous-review.done.csv source_row=69; variant=gold_stamp; set_hint=LTR; card_number=47.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Frodo-Baggins-V4 || collection-ambiguous-review.done.csv source_row=69; variant=gold_stamp; set_hint=LTR; card_number=47.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Frodo-Baggins-V4 || collection-ambiguous-review.done.csv source_row=69; variant=gold_stamp; set_hint=LTR; card_number=47.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Frodo-Baggins-V4,cards.id=572; collection_items.card_id=572; printing_variant=other; variant_label=Gold-Stamped; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718580; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250693; source_variant=Gold-Stamped; source_collector_number=A16g; image_language_scope=en; fallback=0 || CONFLICT: CardTrader image collector=A16g vs collection=ART-47,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Frodo-Baggins-V4,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Frodo-Baggins-V4,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Decisión humana explícita confirma Art Series: Frodo Baggins A47/47 of 81, Gold-Stamped y Cardmarket V.4; el catálogo local contiene un único producto compatible: idProduct=718580. La provenance CardTrader A16g era incorrecta para este Collection item; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718580 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
109,Magic,Art Series: Galadriel of Lothlórien,AMBIGUOUS,EXACT_RECOVERED,718662,718662|718663,collection-ambiguous-review.done.csv source_row=70; variant=gold_stamp; set_hint=LTR; card_number=48.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Galadriel-of-Lothlorien-V2 || collection-ambiguous-review.done.csv source_row=70; variant=gold_stamp; set_hint=LTR; card_number=48.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Galadriel-of-Lothlorien-V2 || collection-ambiguous-review.done.csv source_row=70; variant=gold_stamp; set_hint=LTR; card_number=48.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Galadriel-of-Lothlorien-V2 || collection-ambiguous-review.done.csv source_row=70; variant=gold_stamp; set_hint=LTR; card_number=48.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Galadriel-of-Lothlorien-V2 || collection-ambiguous-review.done.csv source_row=70; variant=gold_stamp; set_hint=LTR; card_number=48.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Galadriel-of-Lothlorien-V2 || collection-ambiguous-review.done.csv source_row=70; variant=gold_stamp; set_hint=LTR; card_number=48.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Galadriel-of-Lothlorien-V2,cards.id=636; collection_items.card_id=636; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718662; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250719; source_variant=NULL; source_collector_number=A48; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Galadriel-of-Lothlorien-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Galadriel-of-Lothlorien-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A48 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718662; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718662 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
110,Magic,"Art Series: Merry, Esquire of Rohan",AMBIGUOUS,EXACT_RECOVERED,718666,718666|718667,collection-ambiguous-review.done.csv source_row=71; variant=gold_stamp; set_hint=LTR; card_number=50.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Esquire-of-Rohan-V2 || collection-ambiguous-review.done.csv source_row=71; variant=gold_stamp; set_hint=LTR; card_number=50.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Esquire-of-Rohan-V2 || collection-ambiguous-review.done.csv source_row=71; variant=gold_stamp; set_hint=LTR; card_number=50.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Esquire-of-Rohan-V2 || collection-ambiguous-review.done.csv source_row=71; variant=gold_stamp; set_hint=LTR; card_number=50.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Esquire-of-Rohan-V2 || collection-ambiguous-review.done.csv source_row=71; variant=gold_stamp; set_hint=LTR; card_number=50.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Esquire-of-Rohan-V2 || collection-ambiguous-review.done.csv source_row=71; variant=gold_stamp; set_hint=LTR; card_number=50.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Esquire-of-Rohan-V2,cards.id=640; collection_items.card_id=640; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718666; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250749; source_variant=NULL; source_collector_number=A50; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Esquire-of-Rohan-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Esquire-of-Rohan-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A50 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718666; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718666 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
111,Magic,"Art Series: Pippin, Guard of the Citadel",AMBIGUOUS,EXACT_RECOVERED,718669,718668|718669,collection-ambiguous-review.done.csv source_row=72; variant=gold_stamp; set_hint=LTR; card_number=51.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Pippin-Guard-of-the-Citadel-V2 || collection-ambiguous-review.done.csv source_row=72; variant=gold_stamp; set_hint=LTR; card_number=51.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Pippin-Guard-of-the-Citadel-V2 || collection-ambiguous-review.done.csv source_row=72; variant=gold_stamp; set_hint=LTR; card_number=51.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Pippin-Guard-of-the-Citadel-V2 || collection-ambiguous-review.done.csv source_row=72; variant=gold_stamp; set_hint=LTR; card_number=51.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Pippin-Guard-of-the-Citadel-V2 || collection-ambiguous-review.done.csv source_row=72; variant=gold_stamp; set_hint=LTR; card_number=51.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Pippin-Guard-of-the-Citadel-V2 || collection-ambiguous-review.done.csv source_row=72; variant=gold_stamp; set_hint=LTR; card_number=51.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Pippin-Guard-of-the-Citadel-V2,cards.id=643; collection_items.card_id=643; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718669; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250743; source_variant=NULL; source_collector_number=A51; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Pippin-Guard-of-the-Citadel-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Pippin-Guard-of-the-Citadel-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A51 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718669; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718669 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
112,Magic,Art Series: Mines of Moria,AMBIGUOUS,EXACT_RECOVERED,718683,718682|718683,collection-ambiguous-review.done.csv source_row=73; variant=gold_stamp; set_hint=LTR; card_number=56.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mines-of-Moria-V2 || collection-ambiguous-review.done.csv source_row=73; variant=gold_stamp; set_hint=LTR; card_number=56.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mines-of-Moria-V2 || collection-ambiguous-review.done.csv source_row=73; variant=gold_stamp; set_hint=LTR; card_number=56.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mines-of-Moria-V2 || collection-ambiguous-review.done.csv source_row=73; variant=gold_stamp; set_hint=LTR; card_number=56.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mines-of-Moria-V2 || collection-ambiguous-review.done.csv source_row=73; variant=gold_stamp; set_hint=LTR; card_number=56.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mines-of-Moria-V2,cards.id=653; collection_items.card_id=653; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718683; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250747; source_variant=NULL; source_collector_number=A56; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mines-of-Moria-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mines-of-Moria-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A56 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718683; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718683 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
113,Magic,"Art Series: Aragorn, King of Gondor",AMBIGUOUS,EXACT_RECOVERED,718685,718685|718686,collection-ambiguous-review.done.csv source_row=74; variant=gold_stamp; set_hint=LTR; card_number=57.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-King-of-Gondor-V2 || collection-ambiguous-review.done.csv source_row=74; variant=gold_stamp; set_hint=LTR; card_number=57.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-King-of-Gondor-V2,cards.id=654; collection_items.card_id=654; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718685; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250731; source_variant=NULL; source_collector_number=A57; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-King-of-Gondor-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-King-of-Gondor-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A57 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718685; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718685 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
114,Magic,"Art Series: Gwaihir, Greatest of the Eagles",AMBIGUOUS,EXACT_RECOVERED,718693,718692|718693,collection-ambiguous-review.done.csv source_row=75; variant=gold_stamp; set_hint=LTR; card_number=59.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gwaihir-Greatest-of-the-Eagles-V2 || collection-ambiguous-review.done.csv source_row=75; variant=gold_stamp; set_hint=LTR; card_number=59.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gwaihir-Greatest-of-the-Eagles-V2,cards.id=659; collection_items.card_id=659; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718693; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250758; source_variant=NULL; source_collector_number=A59; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gwaihir-Greatest-of-the-Eagles-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gwaihir-Greatest-of-the-Eagles-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A59 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718693; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718693 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
115,Magic,Art Series: Call for Aid,AMBIGUOUS,EXACT_RECOVERED,718694,718694|718697,collection-ambiguous-review.done.csv source_row=76; variant=gold_stamp; set_hint=LTR; card_number=60.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Call-for-Aid-V2 || collection-ambiguous-review.done.csv source_row=76; variant=gold_stamp; set_hint=LTR; card_number=60.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Call-for-Aid-V2,cards.id=660; collection_items.card_id=660; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718694; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250723; source_variant=NULL; source_collector_number=A60; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Call-for-Aid-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Call-for-Aid-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A60 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718694; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718694 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
116,Magic,Art Series: Cavern-Hoard Dragon,AMBIGUOUS,EXACT_RECOVERED,718700,718699|718700,collection-ambiguous-review.done.csv source_row=77; variant=gold_stamp; set_hint=LTR; card_number=61.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Cavern-Hoard-Dragon-V2 || collection-ambiguous-review.done.csv source_row=77; variant=gold_stamp; set_hint=LTR; card_number=61.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Cavern-Hoard-Dragon-V2,cards.id=663; collection_items.card_id=663; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718700; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250721; source_variant=NULL; source_collector_number=A61; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Cavern-Hoard-Dragon-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Cavern-Hoard-Dragon-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A61 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718700; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718700 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
117,Magic,"Art Series: Gríma, Saruman's Footman",AMBIGUOUS,EXACT_RECOVERED,718708,718707|718708,collection-ambiguous-review.done.csv source_row=78; variant=gold_stamp; set_hint=LTR; card_number=63.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Grima-Sarumans-Footman-V2 || collection-ambiguous-review.done.csv source_row=78; variant=gold_stamp; set_hint=LTR; card_number=63.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Grima-Sarumans-Footman-V2,cards.id=667; collection_items.card_id=667; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718708; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250759; source_variant=NULL; source_collector_number=A63; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Grima-Sarumans-Footman-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Grima-Sarumans-Footman-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A63 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718708; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718708 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
118,Magic,"Art Series: Merry, Warden of Isengard",AMBIGUOUS,EXACT_RECOVERED,718715,718714|718715,collection-ambiguous-review.done.csv source_row=79; variant=gold_stamp; set_hint=LTR; card_number=65.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Warden-of-Isengard-V2 || collection-ambiguous-review.done.csv source_row=79; variant=gold_stamp; set_hint=LTR; card_number=65.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Warden-of-Isengard-V2,cards.id=671; collection_items.card_id=671; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718715; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250748; source_variant=NULL; source_collector_number=A65; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Warden-of-Isengard-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Warden-of-Isengard-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A65 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718715; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718715 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
119,Magic,"Art Series: Treebeard, Gracious Host",AMBIGUOUS,EXACT_RECOVERED,718719,718719|718722,collection-ambiguous-review.done.csv source_row=80; variant=gold_stamp; set_hint=LTR; card_number=67.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Treebeard-Gracious-Host-V2 || collection-ambiguous-review.done.csv source_row=80; variant=gold_stamp; set_hint=LTR; card_number=67.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Treebeard-Gracious-Host-V2,cards.id=674; collection_items.card_id=674; printing_variant=other; variant_label=Gold-Stamped; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718719; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250801; source_variant=Gold-Stamped; source_collector_number=A67g; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Treebeard-Gracious-Host-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Treebeard-Gracious-Host-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A67 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718719; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718719 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
